Sample Count	Delta Time	Time Stamp	Time Milliseconds	Voltage A7	Voltage A15	Power A7	Power A15	Voltage Memory	Power Memory	Voltage GPU	Power GPU	Core 0 CycleCount	Core 0 Event 0x16	Core 0 Event 0x17	Core 0 Event 0x04	Core 0 Event 0x03	Core 1 CycleCount	Core 1 Event 0x16	Core 1 Event 0x17	Core 1 Event 0x04	Core 1 Event 0x03	Core 2 CycleCount	Core 2 Event 0x16	Core 2 Event 0x17	Core 2 Event 0x04	Core 2 Event 0x03	Core 3 CycleCount	Core 3 Event 0x16	Core 3 Event 0x17	Core 3 Event 0x04	Core 3 Event 0x03	Core 4 CycleCount	Core 4 Event 0x62	Core 4 Event 0x16	Core 4 Event 0x14	Core 4 Event 0x04	Core 4 Event 0x08	Core 4 Event 0x11	Core 5 CycleCount	Core 5 Event 0x62	Core 5 Event 0x16	Core 5 Event 0x14	Core 5 Event 0x04	Core 5 Event 0x08	Core 5 Event 0x11	Core 6 CycleCount	Core 6 Event 0x62	Core 6 Event 0x16	Core 6 Event 0x14	Core 6 Event 0x04	Core 6 Event 0x08	Core 6 Event 0x11	Core 7 CycleCount	Core 7 Event 0x62	Core 7 Event 0x16	Core 7 Event 0x14	Core 7 Event 0x04	Core 7 Event 0x08	Core 7 Event 0x11	Average Utilisation	Core 0 Raw Utilisation	Core 1 Raw Utilisation	Core 2 Raw Utilisation	Core 3 Raw Utilisation	Core 4 Raw Utilisation	Core 5 Raw Utilisation	Core 6 Raw Utilisation	Core 7 Raw Utilisation	Temperature 0	Temperature 1	Temperature 2	Temperature 3	Temperature 4
73	0.204376	2018-11-19 23:48:10	1542633490352	0.91125	1.21375	0.020953	5.560392	1.2175	0.26774	0.99875	0.111776	1073580086	29081974	1031057	220282815	3313761	199974684	4674367	354451	36628926	683023	127571409	3083145	259931	21553499	421529	167831692	4039917	344538	30384867	610293	1269717867	529310689	563740373	1364790587	2515748523	1219165846	1269720424	1248178635	197867935	315405991	3004016746	4010755937	3185656946	1248179342	1244181531	150704918	685340613	2433159178	1457472889	2425428292	1244182308	1347656278	287483893	299226118	3254301584	343901054	107613400	1347657414	cpu  2841074 102 457510 8121758 6050 47 4243 0 0 0	cpu0 45830 0 86902 1267010 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118957 1237303 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117078 1240988 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270706 1564 2 0 0 0 00 0 0 0 0	cpu4 663377 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645000 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663541 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639338 57 17062 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
74	0.204488	2018-11-19 23:48:10	1542633490556	0.91	1.21375	0.02093	5.568883	1.2175	0.273825	0.99875	0.111776	1113329259	30199920	1063243	228515364	3435517	200694835	4692492	355263	36756091	685680	129382067	3127241	262774	21884660	426040	168617152	4059878	345650	30517698	612970	1637802167	538377101	573515262	1456632605	2782795434	1740733955	1637805257	1616257998	201107477	320532799	3052718419	4145799918	3446866514	1616259057	1612262669	153273326	696962764	2470844000	1546516918	2662136529	1612264034	1715738713	292018124	304065886	3306723604	488800585	387774837	1715739900	cpu  2841158 102 457528 8121819 6050 48 4243 0 0 0	cpu0 45833 0 86919 1267010 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118957 1237324 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117078 1241007 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270726 1564 2 0 0 0 00 0 0 0 0	cpu4 663398 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645021 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663561 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639358 57 17062 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
75	0.204408	2018-11-19 23:48:10	1542633490760	0.91	1.21375	0.02821	5.534919	1.2175	0.268957	0.99875	0.111776	1154210898	31341633	1089675	237035469	3560420	201464391	4712393	356002	36894764	688225	131381402	3176816	265444	22254841	431422	170022555	4096344	348142	30764065	617527	2005659672	547465421	583319012	1548717747	3050526814	2263627547	2005662399	1984122270	204316310	325646984	3101086998	4279964734	3706388537	1984122992	1980127197	155602002	707443557	2511157820	1642235770	2916983952	1980127921	2083604115	296550989	308909503	3359148354	633770367	668076724	2083604826	cpu  2841245 102 457544 8121878 6050 48 4243 0 0 0	cpu0 45838 0 86935 1267010 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118957 1237344 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117078 1241027 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270746 1564 2 0 0 0 00 0 0 0 0	cpu4 663418 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645041 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663582 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639378 57 17063 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
76	0.204381	2018-11-19 23:48:10	1542633490965	0.91	1.21375	0.03367	5.564031	1.2175	0.270174	0.99875	0.111776	1195089570	32470625	1113356	245661515	3685882	202388881	4736146	357022	37062044	691164	132899414	3215626	267377	22532419	435905	171849964	4142655	350607	31096988	622747	2373587570	556532477	593093507	1640522411	3317430596	2784908811	2373590099	2352052006	207561768	330759446	3149693184	119736930	3967019542	2352053732	2348051331	158232222	719082405	2548476220	1730393285	3151306805	2348052361	2451525895	301070266	313730635	3411368962	778147858	947232318	2451526638	cpu  2841333 102 457559 8121938 6050 48 4243 0 0 0	cpu0 45844 0 86949 1267010 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118957 1237364 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117078 1241047 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270766 1564 2 0 0 0 00 0 0 0 0	cpu4 663439 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645062 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663602 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639398 57 17063 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 55000
77	0.204433	2018-11-19 23:48:11	1542633491169	0.91	1.21375	0.03458	5.54341	1.2175	0.270174	0.99875	0.111776	1225464699	33226188	1141052	252270002	3780655	203450065	4762002	359052	37258133	694755	133611508	3234036	268720	22655044	438184	173185952	4175090	352872	31339576	625468	2741725107	565638909	602921789	1732813658	3585724700	3308905299	2741727814	2720183007	210774945	335899828	3198350156	254677158	4228036654	2720183746	2716184881	160520307	729596624	2589103147	1826974706	3408509756	2716185592	2819662669	305606334	318579539	3463811666	923188168	1227678934	2819664285	cpu  2841423 102 457565 8122004 6050 48 4243 0 0 0	cpu0 45852 0 86955 1267016 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118957 1237384 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117078 1241067 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270786 1564 2 0 0 0 00 0 0 0 0	cpu4 663459 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645082 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663623 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639418 57 17063 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
78	0.204317	2018-11-19 23:48:11	1542633491374	0.91	1.21375	0.03458	5.54341	1.2175	0.270174	0.99875	0.111776	1225969161	33240447	1141883	252353796	3782366	203957843	4775725	359944	37348207	696697	134118663	3248020	269116	22745934	439877	173498538	4182907	353167	31396763	626296	3109505642	574699470	612679471	1824560156	3852517447	3829964798	3109508339	3087961590	214003577	340997456	3246653797	388687403	192300999	3087962293	3083965468	163205600	741267342	2626237893	1914740156	3641785217	3083966160	3187443149	310263610	323464046	3517454695	1071665818	1514822171	3187443855	cpu  2841504 102 457566 8122085 6050 48 4243 0 0 0	cpu0 45852 0 86955 1267036 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118957 1237404 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117078 1241087 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270806 1564 2 0 0 0 00 0 0 0 0	cpu4 663480 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645103 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663643 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639438 57 17064 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 65000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
79	0.204555	2018-11-19 23:48:11	1542633491578	0.91125	1.21375	0.024597	5.556753	1.2175	0.270174	0.99875	0.111776	1228877072	33312278	1146266	252917669	3791129	205175016	4806129	361068	37576370	700198	134796648	3265954	269773	22871116	442172	173717557	4188580	353328	31435646	627017	3477736342	583706725	622372170	1915880210	4117999944	53435976	3477738579	3456192527	217241716	346139025	3295502821	524238128	454517527	3456193598	3452190837	165456481	751829714	2667122050	2011947476	3900656979	3452191973	3555671670	315033849	328400590	3572547255	1224233094	1809890208	3555672389	cpu  2841586 102 457566 8122165 6050 48 4243 0 0 0	cpu0 45852 0 86955 1267056 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118958 1237424 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117078 1241107 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270827 1564 2 0 0 0 00 0 0 0 0	cpu4 663500 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645123 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663664 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639459 57 17064 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 68000	sensor1 : 65000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
80	0.204536	2018-11-19 23:48:11	1542633491783	0.91125	1.21375	0.021864	5.557966	1.21625	0.268736	0.99875	0.111776	1230606466	33354417	1146786	253271745	3795675	206284289	4834461	361503	37788817	703169	135373496	3281854	270124	22975965	444197	173931135	4194036	353492	31473815	627715	3845848997	592773644	632151463	2007681611	90031962	574914801	3845851394	3824295208	220470945	351241936	3343794799	658184164	713615848	3824295922	3820287592	168183041	763468671	2704033886	2099224758	4132666797	3820288317	3923758694	319686247	333311215	3626407672	1373306031	2098161848	3923759735	cpu  2841668 102 457568 8122245 6050 48 4243 0 0 0	cpu0 45852 0 86955 1267075 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118958 1237444 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117079 1241128 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270847 1564 2 0 0 0 00 0 0 0 0	cpu4 663521 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645144 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663684 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639479 57 17064 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 65000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
81	0.204437	2018-11-19 23:48:11	1542633491987	0.91125	1.21375	0.020953	5.560392	1.21625	0.268736	0.99875	0.112774	1233555621	33428445	1150420	253834596	3804883	207522691	4865916	362061	38028600	706615	135990166	3298621	270524	23089141	446318	174179192	4200614	353661	31518512	628567	4213792394	601869749	641981747	2099800306	357880031	1098031886	4213795299	4192251046	223704745	356382626	3392708552	793867425	976080792	4192252310	4188257523	170402790	774052732	2745042661	2196683209	97219842	4188258236	4291738822	324268794	338181954	3679478320	1520094286	2381990517	4291739852	cpu  2841750 102 457569 8122325 6050 48 4243 0 0 0	cpu0 45852 0 86955 1267095 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237464 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117079 1241148 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270867 1564 2 0 0 0 00 0 0 0 0	cpu4 663541 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645164 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663705 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639499 57 17064 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 65000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
82	0.20434	2018-11-19 23:48:12	1542633492191	0.91125	1.21375	0.020953	5.560392	1.21625	0.268736	0.99875	0.112774	1234100611	33444344	1151389	253930037	3807248	208288110	4886647	362519	38169096	709042	136085704	3300950	270542	23104713	446616	174275910	4202822	353698	31534137	628846	286630401	610977955	651807763	2192032285	626169757	1622045799	286633018	265089784	226931283	361504906	3441118649	928145640	1235826908	265091191	261089204	173054590	785196714	2783077905	2286679591	336526301	261090005	364565572	328823446	343036905	3732240568	1666055975	2664229957	364566353	cpu  2841830 102 457569 8122406 6050 48 4243 0 0 0	cpu0 45852 0 86955 1267115 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237484 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117079 1241168 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270888 1564 2 0 0 0 00 0 0 0 0	cpu4 663561 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645184 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663725 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639519 57 17064 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 65000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
83	0.204391	2018-11-19 23:48:12	1542633492396	0.91125	1.21375	0.021864	5.547049	1.21625	0.272384	0.99875	0.112774	1236885246	33518349	1153388	254459877	3815483	209770570	4927004	363784	38445910	714028	136299392	3306734	270574	23142398	447256	174596094	4211898	354064	31589437	630036	654495599	620092677	661641638	2284352672	894697329	2146518864	654498163	632958432	230166596	366643207	3489993759	1063745268	1498140033	632959167	628957952	175349525	796281077	2822971782	2381414186	588719294	628958661	732439360	333376232	347898806	3784969555	1811941847	2946326307	732440084	cpu  2841911 102 457570 8122486 6050 48 4243 0 0 0	cpu0 45852 0 86955 1267134 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237504 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117079 1241189 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270908 1564 2 0 0 0 00 0 0 0 0	cpu4 663582 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645205 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663745 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639539 57 17065 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 65000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
84	0.204356	2018-11-19 23:48:12	1542633492600	0.91	1.21375	0.02184	5.562818	1.2175	0.26774	0.99875	0.112774	1238944939	33570524	1154160	254881584	3821024	211073511	4960776	364350	38697827	718071	136505061	3311866	270623	23179647	447900	174813832	4217880	354214	31628233	630869	1022340554	629207550	671472453	2376658232	1163214120	2670975361	1022343328	1000797586	233384893	371756608	3538360062	1197891607	1757631530	1000798614	996794096	177860962	807027917	2862206699	2474525561	836533398	996795107	1100264130	337911864	352740457	3837498319	1957287587	3227378596	1100264840	cpu  2841993 102 457570 8122566 6050 48 4243 0 0 0	cpu0 45852 0 86955 1267154 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237524 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117079 1241209 1325 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270928 1564 2 0 0 0 00 0 0 0 0	cpu4 663602 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645225 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663766 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639559 57 17065 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 65000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
85	0.204348	2018-11-19 23:48:12	1542633492805	0.91	1.21375	0.02457	5.571309	1.2175	0.26774	0.9975	0.112661	1278176750	34678558	1189445	262956109	3941306	214251664	5039426	369344	39288968	726656	138356255	3358861	274806	23525807	454359	175528656	4235245	355231	31756624	633034	1390276742	638279389	681254697	2468553851	1430451473	3192927612	1390279783	1368740941	236613952	376870881	3586945995	1332537894	2018071077	1368741910	1364746435	180300385	818459631	2900752306	2565745915	1079140542	1364747165	1468223180	342452568	357583236	3889963924	2102314403	3507791471	1468223894	cpu  2842077 102 457589 8122626 6051 48 4243 0 0 0	cpu0 45855 0 86972 1267155 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237543 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117079 1241228 1326 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270949 1564 2 0 0 0 00 0 0 0 0	cpu4 663623 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645246 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663786 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639579 57 17066 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 65000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
86	0.204326	2018-11-19 23:48:13	1542633493009	0.91	1.21375	0.03458	5.532493	1.2175	0.268957	0.9975	0.111664	1319055571	35818413	1215638	271485734	4065339	216060553	5086083	371797	39618738	731558	139429765	3387619	276793	23712431	458016	176990612	4271973	357314	32029519	637244	1758204979	647360931	691048501	2560539472	1697846477	3715164806	1758207463	1736659186	239838153	381990876	3635519592	1467241863	2278633733	1736659905	1732661346	182727967	829001839	2940476223	2660021853	1330096619	1732662304	1836133759	346975165	362412441	3942328830	2247154122	3787844439	1836134469	cpu  2842162 102 457606 8122685 6051 48 4243 0 0 0	cpu0 45858 0 86989 1267155 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237563 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117079 1241248 1326 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270968 1564 2 0 0 0 00 0 0 0 0	cpu4 663643 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645266 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663807 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639599 57 17066 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
87	0.204849	2018-11-19 23:48:13	1542633493214	0.91	1.21375	0.03458	5.532493	1.2175	0.268957	0.9975	0.111664	1359901492	36940433	1239742	280125440	4187993	216486472	5095946	372348	39689119	732804	140005333	3402157	277964	23806396	459930	178750260	4314514	359982	32353823	641295	2126740151	656459450	700861025	2652686923	1965815422	4238541604	2126742878	2105199917	243061171	387104972	3683926301	1601349551	2538023851	2105201588	2101205035	185261072	840614622	2978500121	2749913856	1569080816	2101205744	2204683305	351513042	367263142	3994856316	2392407738	4068706373	2204684012	cpu  2842248 102 457623 8122746 6051 48 4243 0 0 0	cpu0 45862 0 87006 1267155 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237583 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117079 1241268 1326 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1270988 1564 2 0 0 0 00 0 0 0 0	cpu4 663664 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645287 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663827 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639620 57 17066 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
88	0.204486	2018-11-19 23:48:13	1542633493418	0.91	1.21375	0.03458	5.568883	1.2175	0.271391	0.99875	0.112774	1388350693	37656448	1267006	286306024	4278275	217876274	5132456	375749	39936333	737646	140926518	3426083	279231	23974078	462993	180434015	4356337	362401	32670143	645783	2494963625	665561626	710674601	2744851763	2233792196	466952589	2494966233	2473420850	246296676	392232315	3732763055	1736783172	2800001960	2473421577	2469415813	187625333	851133643	3018716867	2845458028	1823487793	2469416760	2572891400	356042915	372098934	4047251852	2537328701	53951843	2572892176	cpu  2842334 102 457632 8122812 6051 48 4243 0 0 0	cpu0 45867 0 87015 1267161 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237603 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117079 1241288 1326 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91222 1271008 1564 2 0 0 0 00 0 0 0 0	cpu4 663684 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645307 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663848 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639640 57 17066 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
89	0.204457	2018-11-19 23:48:13	1542633493623	0.91	1.21375	0.0273	5.553114	1.2175	0.270174	0.9975	0.112661	1390764234	37718476	1268551	286784189	4284604	218673208	5152187	376108	40088184	739991	141499217	3441771	279719	24077301	465032	180658280	4362023	362722	32708836	646523	2862878331	674654362	720489831	2836990305	2501774534	990342062	2862881176	2841320334	249526006	397360792	3781228404	1871179025	3059969423	2841321334	2837315624	190224375	862824140	3056355426	2934448311	2060057121	2837316337	2940786904	360581637	376951109	4099785406	2682674106	335006080	2940787619	cpu  2842416 102 457632 8122892 6051 48 4243 0 0 0	cpu0 45867 0 87015 1267181 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237623 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117079 1241308 1326 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91223 1271028 1564 2 0 0 0 00 0 0 0 0	cpu4 663705 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645328 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663868 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639661 57 17066 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
90	0.204354	2018-11-19 23:48:13	1542633493827	0.91125	1.21375	0.021864	5.542197	1.2175	0.271391	0.99875	0.112774	1392843199	37771630	1269333	287200199	4290103	219505920	5172297	376357	40249068	742387	142163709	3460241	280106	24198560	467445	180903318	4368543	362860	32752621	647393	3230690096	683761230	730336715	2929236105	2770064093	1514342583	3230692413	3209149446	252760582	402489123	3830009078	2006448649	3321624984	3209150196	3205151259	192526981	873339241	3096872205	3030809786	2316689436	3205151963	3308630021	365126789	381803136	4152302472	2827975642	615969746	3308630779	cpu  2842496 102 457633 8122972 6051 48 4243 0 0 0	cpu0 45867 0 87015 1267200 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237643 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117080 1241329 1326 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91223 1271049 1564 2 0 0 0 00 0 0 0 0	cpu4 663725 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645348 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663888 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639681 57 17066 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 65000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
91	0.204364	2018-11-19 23:48:14	1542633494031	0.91125	1.21375	0.021864	5.542197	1.2175	0.271391	0.99875	0.112774	1394300358	37813628	1270352	287464875	4294605	219829790	5180972	376538	40307663	743437	142621967	3473037	280293	24281306	469070	181080014	4373021	362910	32782718	648034	3598451911	692856513	740152812	3021346377	3037965975	2037596701	3598454423	3576912411	255987106	407609976	3878470582	2140833827	3581575930	3576913625	3572911352	195183916	885020043	3134123533	3118876973	2550789967	3572912892	3676387278	369655274	386639119	4204676935	2972841926	896091459	3676388644	cpu  2842578 102 457634 8123053 6051 48 4243 0 0 0	cpu0 45867 0 87015 1267220 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237664 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117080 1241349 1326 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91223 1271069 1564 2 0 0 0 00 0 0 0 0	cpu4 663745 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645368 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663909 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639701 57 17067 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
92	0.204441	2018-11-19 23:48:14	1542633494236	0.91125	1.21375	0.020953	5.578587	1.2175	0.26774	0.99875	0.112774	1396754913	37875735	1271977	287959110	4302186	220481175	5197672	376690	40432691	745454	143097053	3485264	280463	24370399	470551	181692757	4390130	363306	32894598	650210	3966489868	701974499	749985624	3113679041	3306549504	2562177612	3966492798	3944947328	259211978	412744326	3927264981	2276116889	3843247258	3944948739	3940952489	197441812	895570967	3174911791	3215912036	2809239507	3940953196	4044429248	374191369	391489498	4257146820	3117974117	1176720765	4044429963	cpu  2842659 102 457636 8123133 6051 48 4243 0 0 0	cpu0 45867 0 87016 1267240 214 30 4237 0 0 0 0 0 0	cpu1 62702 0 118959 1237684 1295 6 0 0 0 0 0 0 0 0	cpu2 62146 0 117080 1241369 1326 9 0 0 0 0 0 0 0 0	cpu3 59138 0 91223 1271089 1564 2 0 0 0 00 0 0 0 0	cpu4 663766 32 9023 768042 410 0 3 0 0 000 0 0 0 0	cpu5 645389 3 7275 788348 488 0 0 0 0 0000 0 0 0 0	cpu6 663929 10 9991 766681 374 0 0 0 0 000 0 0 0 0	cpu7 639721 57 17067 782678 379 0 1 0 0 00 0 0 0 0	sensor0 : 69000	sensor1 : 64000	sensor2 : 73000	sensor3 : 73000	sensor4 : 56000
